date;club;country;elo
01/01/2015;Numancia;ESP;157348
01/01/2015;Osasuna;ESP;160569
01/01/2015;Ponferradina;ESP;156725
01/01/2015;Real Madrid;ESP;208631
01/01/2015;Recreativo;ESP;150879
01/01/2015;Sabadell;ESP;148838
01/01/2015;Santander;ESP;150279
01/01/2015;Sevilla;ESP;181979
01/01/2015;Sociedad;ESP;173254
01/01/2015;Sp Gijon;ESP;164165
01/01/2015;Tenerife;ESP;151408
01/01/2015;Valencia;ESP;182366
01/01/2015;Valladolid;ESP;166209
01/01/2015;Vallecano;ESP;167057
01/01/2015;Villarreal;ESP;181311
01/01/2015;Zaragoza;ESP;158576
15/01/2015;Alaves;ESP;152511
15/01/2015;Albacete;ESP;147568
15/01/2015;Alcorcon;ESP;157892
15/01/2015;Almeria;ESP;165374
15/01/2015;Ath Bilbao;ESP;175371
15/01/2015;Ath Madrid;ESP;195620
15/01/2015;Barcelona;ESP;201235
15/01/2015;Barcelona B;ESP;154092
15/01/2015;Betis;ESP;165748
15/01/2015;Celta;ESP;172140
15/01/2015;Cordoba;ESP;161776
15/01/2015;Eibar;ESP;167954
15/01/2015;Elche;ESP;163888
15/01/2015;Espanol;ESP;168801
15/01/2015;Getafe;ESP;167117
15/01/2015;Girona;ESP;160155
15/01/2015;Granada;ESP;163574
15/01/2015;La Coruna;ESP;163983
15/01/2015;Las Palmas;ESP;164765
15/01/2015;Leganes;ESP;152378
15/01/2015;Levante;ESP;168792
15/01/2015;Llagostera;ESP;148166
15/01/2015;Lugo;ESP;150975
15/01/2015;Malaga;ESP;176611
15/01/2015;Mallorca;ESP;155302
15/01/2015;Mirandes;ESP;154873
15/01/2015;Numancia;ESP;157148
15/01/2015;Osasuna;ESP;160900
15/01/2015;Ponferradina;ESP;156423
15/01/2015;Real Madrid;ESP;207521
15/01/2015;Recreativo;ESP;150309
15/01/2015;Sabadell;ESP;149725
15/01/2015;Santander;ESP;150660
15/01/2015;Sevilla;ESP;183195
15/01/2015;Sociedad;ESP;174458
15/01/2015;Sp Gijon;ESP;163791
15/01/2015;Tenerife;ESP;151082
15/01/2015;Valencia;ESP;183485
15/01/2015;Valladolid;ESP;167769
15/01/2015;Vallecano;ESP;166915
15/01/2015;Villarreal;ESP;181052
15/01/2015;Zaragoza;ESP;156821
01/02/2015;Alaves;ESP;153511
01/02/2015;Albacete;ESP;148953
01/02/2015;Alcorcon;ESP;156392
01/02/2015;Almeria;ESP;164222
01/02/2015;Ath Bilbao;ESP;174494
01/02/2015;Ath Madrid;ESP;196497
01/02/2015;Barcelona;ESP;202154
01/02/2015;Barcelona B;ESP;155469
01/02/2015;Betis;ESP;166986
01/02/2015;Celta;ESP;171124
01/02/2015;Cordoba;ESP;161194
01/02/2015;Eibar;ESP;167007
01/02/2015;Elche;ESP;163479
01/02/2015;Espanol;ESP;170396
01/02/2015;Getafe;ESP;167570
01/02/2015;Girona;ESP;161651
01/02/2015;Granada;ESP;164260
01/02/2015;La Coruna;ESP;164471
01/02/2015;Las Palmas;ESP;164816
01/02/2015;Leganes;ESP;151663
01/02/2015;Levante;ESP;167694
01/02/2015;Llagostera;ESP;149110
01/02/2015;Lugo;ESP;150118
01/02/2015;Malaga;ESP;176112
01/02/2015;Mallorca;ESP;154301
01/02/2015;Mirandes;ESP;152519
01/02/2015;Numancia;ESP;156432
01/02/2015;Osasuna;ESP;161262
01/02/2015;Ponferradina;ESP;156337
01/02/2015;Real Madrid;ESP;208112
01/02/2015;Recreativo;ESP;148944
01/02/2015;Sabadell;ESP;148323
01/02/2015;Santander;ESP;152033
01/02/2015;Sevilla;ESP;182999
01/02/2015;Sociedad;ESP;173625
01/02/2015;Sp Gijon;ESP;164891
01/02/2015;Tenerife;ESP;149516
01/02/2015;Valencia;ESP;184625
01/02/2015;Valladolid;ESP;167647
01/02/2015;Vallecano;ESP;166735
01/02/2015;Villarreal;ESP;182094
01/02/2015;Zaragoza;ESP;158176
15/02/2015;Alaves;ESP;153823
15/02/2015;Albacete;ESP;148661
15/02/2015;Alcorcon;ESP;155233
15/02/2015;Almeria;ESP;165837
15/02/2015;Ath Bilbao;ESP;174942
15/02/2015;Ath Madrid;ESP;198315
15/02/2015;Barcelona;ESP;203018
15/02/2015;Barcelona B;ESP;154160
15/02/2015;Betis;ESP;166502
15/02/2015;Celta;ESP;171401
15/02/2015;Cordoba;ESP;159905
15/02/2015;Eibar;ESP;166017
15/02/2015;Elche;ESP;164457
15/02/2015;Espanol;ESP;171025
15/02/2015;Getafe;ESP;167901
15/02/2015;Girona;ESP;163197
15/02/2015;Granada;ESP;163970
15/02/2015;La Coruna;ESP;165362
15/02/2015;Las Palmas;ESP;163823
15/02/2015;Leganes;ESP;153192
15/02/2015;Levante;ESP;168092
15/02/2015;Llagostera;ESP;151009
15/02/2015;Lugo;ESP;151724
15/02/2015;Malaga;ESP;173739
15/02/2015;Mallorca;ESP;152858
15/02/2015;Mirandes;ESP;152490
15/02/2015;Numancia;ESP;157177
15/02/2015;Osasuna;ESP;158932
