date;club;country;elo
15/04/2004;Celta;ESP;172519
15/04/2004;Ciudad de Murcia;ESP;157064
15/04/2004;Cordoba;ESP;157745
15/04/2004;Eibar;ESP;161554
15/04/2004;Elche;ESP;157632
15/04/2004;Espanol;ESP;171809
15/04/2004;Getafe;ESP;161936
15/04/2004;La Coruna;ESP;189690
15/04/2004;Las Palmas;ESP;156385
15/04/2004;Leganes;ESP;155039
15/04/2004;Levante;ESP;166816
15/04/2004;Malaga;ESP;178250
15/04/2004;Malaga B;ESP;153560
15/04/2004;Mallorca;ESP;171648
15/04/2004;Murcia;ESP;164270
15/04/2004;Numancia;ESP;166920
15/04/2004;Osasuna;ESP;180698
15/04/2004;Poli Ejido;ESP;154911
15/04/2004;Real Madrid;ESP;191712
15/04/2004;Recreativo;ESP;166634
15/04/2004;Salamanca;ESP;161967
15/04/2004;Santander;ESP;172918
15/04/2004;Sevilla;ESP;178716
15/04/2004;Sociedad;ESP;177140
15/04/2004;Sp Gijon;ESP;165429
15/04/2004;Tenerife;ESP;159692
15/04/2004;Terrassa;ESP;158109
15/04/2004;Valencia;ESP;195107
15/04/2004;Valladolid;ESP;172963
15/04/2004;Vallecano;ESP;158618
15/04/2004;Villarreal;ESP;177160
15/04/2004;Xerez;ESP;160716
15/04/2004;Zaragoza;ESP;172380
01/05/2004;Alaves;ESP;169089
01/05/2004;Albacete;ESP;171808
01/05/2004;Algeciras;ESP;149707
01/05/2004;Almeria;ESP;154559
01/05/2004;Ath Bilbao;ESP;182103
01/05/2004;Ath Madrid;ESP;176144
01/05/2004;Barcelona;ESP;190865
01/05/2004;Betis;ESP;179576
01/05/2004;Cadiz;ESP;158757
01/05/2004;Celta;ESP;175142
01/05/2004;Ciudad de Murcia;ESP;156450
01/05/2004;Cordoba;ESP;157419
01/05/2004;Eibar;ESP;162888
01/05/2004;Elche;ESP;158401
01/05/2004;Espanol;ESP;175029
01/05/2004;Getafe;ESP;162208
01/05/2004;La Coruna;ESP;189628
01/05/2004;Las Palmas;ESP;154402
01/05/2004;Leganes;ESP;155864
01/05/2004;Levante;ESP;167118
01/05/2004;Malaga;ESP;178205
01/05/2004;Malaga B;ESP;155057
01/05/2004;Mallorca;ESP;172825
01/05/2004;Murcia;ESP;163817
01/05/2004;Numancia;ESP;167251
01/05/2004;Osasuna;ESP;178728
01/05/2004;Poli Ejido;ESP;155580
01/05/2004;Real Madrid;ESP;191780
01/05/2004;Recreativo;ESP;169233
01/05/2004;Salamanca;ESP;162713
01/05/2004;Santander;ESP;171106
01/05/2004;Sevilla;ESP;180051
01/05/2004;Sociedad;ESP;177610
01/05/2004;Sp Gijon;ESP;165766
01/05/2004;Tenerife;ESP;160840
01/05/2004;Terrassa;ESP;158737
01/05/2004;Valencia;ESP;194932
01/05/2004;Valladolid;ESP;172610
01/05/2004;Vallecano;ESP;158136
01/05/2004;Villarreal;ESP;180166
01/05/2004;Xerez;ESP;160656
01/05/2004;Zaragoza;ESP;172023
15/05/2004;Alaves;ESP;168009
15/05/2004;Albacete;ESP;172709
15/05/2004;Algeciras;ESP;149603
15/05/2004;Almeria;ESP;155349
15/05/2004;Ath Bilbao;ESP;180275
15/05/2004;Ath Madrid;ESP;176370
15/05/2004;Barcelona;ESP;189892
15/05/2004;Betis;ESP;178006
15/05/2004;Cadiz;ESP;159302
15/05/2004;Celta;ESP;175148
15/05/2004;Ciudad de Murcia;ESP;156763
15/05/2004;Cordoba;ESP;156387
15/05/2004;Eibar;ESP;159750
15/05/2004;Elche;ESP;155919
15/05/2004;Espanol;ESP;175472
15/05/2004;Getafe;ESP;163401
15/05/2004;La Coruna;ESP;187223
15/05/2004;Las Palmas;ESP;155032
15/05/2004;Leganes;ESP;155655
15/05/2004;Levante;ESP;166444
15/05/2004;Malaga;ESP;177367
15/05/2004;Malaga B;ESP;156334
15/05/2004;Mallorca;ESP;174494
15/05/2004;Murcia;ESP;163874
15/05/2004;Numancia;ESP;165773
15/05/2004;Osasuna;ESP;176302
15/05/2004;Poli Ejido;ESP;155297
15/05/2004;Real Madrid;ESP;189012
15/05/2004;Recreativo;ESP;167688
15/05/2004;Salamanca;ESP;162292
15/05/2004;Santander;ESP;171775
15/05/2004;Sevilla;ESP;179770
15/05/2004;Sociedad;ESP;177073
15/05/2004;Sp Gijon;ESP;165094
15/05/2004;Tenerife;ESP;162110
15/05/2004;Terrassa;ESP;157595
15/05/2004;Valencia;ESP;195193
15/05/2004;Valladolid;ESP;171273
15/05/2004;Vallecano;ESP;156144
15/05/2004;Villarreal;ESP;181061
15/05/2004;Xerez;ESP;161081
15/05/2004;Zaragoza;ESP;171444
01/06/2004;Alaves;ESP;169176
01/06/2004;Albacete;ESP;172979
01/06/2004;Algeciras;ESP;151780
01/06/2004;Almeria;ESP;156575
01/06/2004;Ath Bilbao;ESP;180185
01/06/2004;Ath Madrid;ESP;176537
01/06/2004;Barcelona;ESP;189217
01/06/2004;Betis;ESP;179603
01/06/2004;Cadiz;ESP;159298
01/06/2004;Celta;ESP;173714
01/06/2004;Ciudad de Murcia;ESP;154993
01/06/2004;Cordoba;ESP;155692
01/06/2004;Eibar;ESP;159357
01/06/2004;Elche;ESP;154615
01/06/2004;Espanol;ESP;175311
01/06/2004;Getafe;ESP;164891
01/06/2004;La Coruna;ESP;188552
01/06/2004;Las Palmas;ESP;153785
01/06/2004;Leganes;ESP;156564
01/06/2004;Levante;ESP;169291
01/06/2004;Malaga;ESP;176738
01/06/2004;Malaga B;ESP;156456
01/06/2004;Mallorca;ESP;176490
01/06/2004;Murcia;ESP;164654
01/06/2004;Numancia;ESP;165840
01/06/2004;Osasuna;ESP;175045
01/06/2004;Poli Ejido;ESP;155204
01/06/2004;Real Madrid;ESP;185846
01/06/2004;Recreativo;ESP;167592
01/06/2004;Salamanca;ESP;160136
01/06/2004;Santander;ESP;171122
01/06/2004;Sevilla;ESP;181823
01/06/2004;Sociedad;ESP;179099
01/06/2004;Sp Gijon;ESP;164508
01/06/2004;Tenerife;ESP;163321
01/06/2004;Terrassa;ESP;157168
01/06/2004;Valencia;ESP;194323
01/06/2004;Valladolid;ESP;172462
01/06/2004;Vallecano;ESP;155799
01/06/2004;Villarreal;ESP;179656
01/06/2004;Xerez;ESP;162166
01/06/2004;Zaragoza;ESP;173765
15/06/2004;Alaves;ESP;168472
15/06/2004;Albacete;ESP;172979
15/06/2004;Algeciras;ESP;150660
15/06/2004;Almeria;ESP;156716
15/06/2004;Ath Bilbao;ESP;180185
15/06/2004;Ath Madrid;ESP;176537
15/06/2004;Barcelona;ESP;189217
15/06/2004;Betis;ESP;179603
15/06/2004;Cadiz;ESP;158796
15/06/2004;Celta;ESP;173714
15/06/2004;Ciudad de Murcia;ESP;153947
15/06/2004;Cordoba;ESP;155435
15/06/2004;Eibar;ESP;158588
15/06/2004;Elche;ESP;155342
15/06/2004;Espanol;ESP;175311
15/06/2004;Getafe;ESP;166104
15/06/2004;La Coruna;ESP;188552
15/06/2004;Las Palmas;ESP;153892
15/06/2004;Leganes;ESP;156470
15/06/2004;Levante;ESP;170568
15/06/2004;Malaga;ESP;176738
15/06/2004;Malaga B;ESP;156736
15/06/2004;Mallorca;ESP;176490
15/06/2004;Murcia;ESP;164654
15/06/2004;Numancia;ESP;167458
15/06/2004;Osasuna;ESP;175045
15/06/2004;Poli Ejido;ESP;155330
15/06/2004;Real Madrid;ESP;185846
15/06/2004;Recreativo;ESP;166834
15/06/2004;Salamanca;ESP;159949
15/06/2004;Santander;ESP;171122
15/06/2004;Sevilla;ESP;181823
15/06/2004;Sociedad;ESP;179099
15/06/2004;Sp Gijon;ESP;164398
15/06/2004;Tenerife;ESP;164022
15/06/2004;Terrassa;ESP;156339
15/06/2004;Valencia;ESP;194323
15/06/2004;Valladolid;ESP;172462
15/06/2004;Vallecano;ESP;157014
15/06/2004;Villarreal;ESP;179656
15/06/2004;Xerez;ESP;161138
15/06/2004;Zaragoza;ESP;173765
01/07/2004;Alaves;ESP;169209
01/07/2004;Albacete;ESP;172979
01/07/2004;Algeciras;ESP;149869
01/07/2004;Almeria;ESP;156127
01/07/2004;Ath Bilbao;ESP;180185
01/07/2004;Ath Madrid;ESP;176537
01/07/2004;Barcelona;ESP;189217
01/07/2004;Betis;ESP;179603
01/07/2004;Cadiz;ESP;159385
01/07/2004;Celta;ESP;173714
01/07/2004;Ciudad de Murcia;ESP;154738
01/07/2004;Cordoba;ESP;156456
01/07/2004;Eibar;ESP;157851
01/07/2004;Elche;ESP;154485
01/07/2004;Espanol;ESP;175311
01/07/2004;Getafe;ESP;167428
01/07/2004;La Coruna;ESP;188552
01/07/2004;Las Palmas;ESP;154929
01/07/2004;Leganes;ESP;155450
01/07/2004;Levante;ESP;170350
01/07/2004;Malaga;ESP;176738
01/07/2004;Malaga B;ESP;156269
01/07/2004;Mallorca;ESP;176490
01/07/2004;Murcia;ESP;164654
01/07/2004;Numancia;ESP;168364
01/07/2004;Osasuna;ESP;175045
01/07/2004;Poli Ejido;ESP;156132
01/07/2004;Real Madrid;ESP;185846
01/07/2004;Recreativo;ESP;165928
01/07/2004;Salamanca;ESP;160806
01/07/2004;Santander;ESP;171122
01/07/2004;Sevilla;ESP;181823
01/07/2004;Sociedad;ESP;179099
01/07/2004;Sp Gijon;ESP;164866
01/07/2004;Tenerife;ESP;162698
01/07/2004;Terrassa;ESP;156557
01/07/2004;Valencia;ESP;194323
01/07/2004;Valladolid;ESP;172462
01/07/2004;Vallecano;ESP;155977
01/07/2004;Villarreal;ESP;179656
01/07/2004;Xerez;ESP;160336
01/07/2004;Zaragoza;ESP;173765
15/07/2004;Alaves;ESP;169209
15/07/2004;Albacete;ESP;172979
15/07/2004;Almeria;ESP;156127
15/07/2004;Ath Bilbao;ESP;180185
15/07/2004;Ath Madrid;ESP;176537
15/07/2004;Barcelona;ESP;189217
15/07/2004;Betis;ESP;179603
15/07/2004;Cadiz;ESP;159385
15/07/2004;Celta;ESP;173714
15/07/2004;Ciudad de Murcia;ESP;154738
15/07/2004;Cordoba;ESP;156456
15/07/2004;Eibar;ESP;157851
15/07/2004;Elche;ESP;154485
15/07/2004;Espanol;ESP;175311
15/07/2004;Ferrol;ESP;153146
15/07/2004;Getafe;ESP;167428
15/07/2004;La Coruna;ESP;188552
15/07/2004;Levante;ESP;170350
15/07/2004;Lleida;ESP;153146
15/07/2004;Malaga;ESP;176738
15/07/2004;Malaga B;ESP;156269
15/07/2004;Mallorca;ESP;176490
15/07/2004;Murcia;ESP;164654
15/07/2004;Numancia;ESP;168364
15/07/2004;Osasuna;ESP;175045
15/07/2004;Poli Ejido;ESP;156132
15/07/2004;Pontevedra;ESP;153146
15/07/2004;Real Madrid;ESP;185846
15/07/2004;Recreativo;ESP;165928
15/07/2004;Salamanca;ESP;160806
15/07/2004;Santander;ESP;171122
15/07/2004;Sevilla;ESP;181823
15/07/2004;Sociedad;ESP;179099
15/07/2004;Sp Gijon;ESP;164866
15/07/2004;Tarragona;ESP;153146
15/07/2004;Tenerife;ESP;162698
15/07/2004;Terrassa;ESP;156557
15/07/2004;Valencia;ESP;194323
15/07/2004;Valladolid;ESP;172462
15/07/2004;Villarreal;ESP;179656
15/07/2004;Xerez;ESP;160336
15/07/2004;Zaragoza;ESP;173765
01/08/2004;Alaves;ESP;169209
01/08/2004;Albacete;ESP;172979
01/08/2004;Almeria;ESP;156127
01/08/2004;Ath Bilbao;ESP;180185
01/08/2004;Ath Madrid;ESP;176537
01/08/2004;Barcelona;ESP;189217
01/08/2004;Betis;ESP;179603
01/08/2004;Cadiz;ESP;159385
01/08/2004;Celta;ESP;173714
01/08/2004;Ciudad de Murcia;ESP;154738
01/08/2004;Cordoba;ESP;156456
01/08/2004;Eibar;ESP;157851
01/08/2004;Elche;ESP;154485
01/08/2004;Espanol;ESP;175311
01/08/2004;Ferrol;ESP;153146
01/08/2004;Getafe;ESP;167428
01/08/2004;La Coruna;ESP;188552
01/08/2004;Levante;ESP;170350
01/08/2004;Lleida;ESP;153146
01/08/2004;Malaga;ESP;176738
01/08/2004;Malaga B;ESP;156269
01/08/2004;Mallorca;ESP;176490
01/08/2004;Murcia;ESP;164654
01/08/2004;Numancia;ESP;168364
01/08/2004;Osasuna;ESP;175045
01/08/2004;Poli Ejido;ESP;156132
01/08/2004;Pontevedra;ESP;153146
01/08/2004;Real Madrid;ESP;185846
01/08/2004;Recreativo;ESP;165928
01/08/2004;Salamanca;ESP;160806
01/08/2004;Santander;ESP;171122
01/08/2004;Sevilla;ESP;181823
01/08/2004;Sociedad;ESP;179099
01/08/2004;Sp Gijon;ESP;164866
01/08/2004;Tarragona;ESP;153146
01/08/2004;Tenerife;ESP;162698
01/08/2004;Terrassa;ESP;156557
01/08/2004;Valencia;ESP;194323
01/08/2004;Valladolid;ESP;172462
01/08/2004;Villarreal;ESP;179656
01/08/2004;Xerez;ESP;160336
01/08/2004;Zaragoza;ESP;173765
15/08/2004;Alaves;ESP;169397
15/08/2004;Albacete;ESP;173166
15/08/2004;Almeria;ESP;156315
15/08/2004;Ath Bilbao;ESP;180373
15/08/2004;Ath Madrid;ESP;176725
15/08/2004;Barcelona;ESP;189405
15/08/2004;Betis;ESP;179791
15/08/2004;Cadiz;ESP;159573
15/08/2004;Celta;ESP;173902
15/08/2004;Ciudad de Murcia;ESP;154926
15/08/2004;Cordoba;ESP;156644
15/08/2004;Eibar;ESP;158039
15/08/2004;Elche;ESP;154673
15/08/2004;Espanol;ESP;175499
15/08/2004;Ferrol;ESP;153334
15/08/2004;Getafe;ESP;167616
15/08/2004;La Coruna;ESP;188700
15/08/2004;Levante;ESP;170538
15/08/2004;Lleida;ESP;153334
15/08/2004;Malaga;ESP;176926
15/08/2004;Malaga B;ESP;156456
15/08/2004;Mallorca;ESP;176677
15/08/2004;Murcia;ESP;164842
15/08/2004;Numancia;ESP;168552
15/08/2004;Osasuna;ESP;175232
15/08/2004;Poli Ejido;ESP;156320
15/08/2004;Pontevedra;ESP;153334
15/08/2004;Real Madrid;ESP;186680
15/08/2004;Recreativo;ESP;166116
15/08/2004;Salamanca;ESP;160994
15/08/2004;Santander;ESP;171310
15/08/2004;Sevilla;ESP;182011
15/08/2004;Sociedad;ESP;179286
15/08/2004;Sp Gijon;ESP;165054
15/08/2004;Tarragona;ESP;153334
15/08/2004;Tenerife;ESP;162886
15/08/2004;Terrassa;ESP;156745
15/08/2004;Valencia;ESP;194511
15/08/2004;Valladolid;ESP;172649
15/08/2004;Villarreal;ESP;179844
15/08/2004;Xerez;ESP;160524
15/08/2004;Zaragoza;ESP;173952
01/09/2004;Alaves;ESP;168196
01/09/2004;Albacete;ESP;172776
01/09/2004;Almeria;ESP;155861
01/09/2004;Ath Bilbao;ESP;180476
01/09/2004;Ath Madrid;ESP;177700
01/09/2004;Barcelona;ESP;190168
01/09/2004;Betis;ESP;179718
01/09/2004;Cadiz;ESP;158942
01/09/2004;Celta;ESP;174480
01/09/2004;Ciudad de Murcia;ESP;155678
01/09/2004;Cordoba;ESP;156016
01/09/2004;Eibar;ESP;158794
01/09/2004;Elche;ESP;154275
01/09/2004;Espanol;ESP;175752
01/09/2004;Ferrol;ESP;154361
01/09/2004;Getafe;ESP;166970
01/09/2004;La Coruna;ESP;188612
01/09/2004;Levante;ESP;171014
01/09/2004;Lleida;ESP;152431
01/09/2004;Malaga;ESP;176074
01/09/2004;Malaga B;ESP;155972
01/09/2004;Mallorca;ESP;176069
01/09/2004;Murcia;ESP;163583
01/09/2004;Numancia;ESP;168749
01/09/2004;Osasuna;ESP;175254
01/09/2004;Poli Ejido;ESP;157294
01/09/2004;Pontevedra;ESP;152484
01/09/2004;Real Madrid;ESP;187571
01/09/2004;Recreativo;ESP;167137
01/09/2004;Salamanca;ESP;159762
01/09/2004;Santander;ESP;170671
01/09/2004;Sevilla;ESP;182526
01/09/2004;Sociedad;ESP;178935
01/09/2004;Sp Gijon;ESP;164156
01/09/2004;Tarragona;ESP;154716
01/09/2004;Tenerife;ESP;163408
01/09/2004;Terrassa;ESP;158101
01/09/2004;Valencia;ESP;194913
01/09/2004;Valladolid;ESP;173974
01/09/2004;Villarreal;ESP;179567
01/09/2004;Xerez;ESP;161133
01/09/2004;Zaragoza;ESP;174722
15/09/2004;Alaves;ESP;168897
15/09/2004;Albacete;ESP;171572
15/09/2004;Almeria;ESP;155847
15/09/2004;Ath Bilbao;ESP;180704
15/09/2004;Ath Madrid;ESP;178904
15/09/2004;Barcelona;ESP;190840
15/09/2004;Betis;ESP;177874
15/09/2004;Cadiz;ESP;158271
15/09/2004;Celta;ESP;173870
15/09/2004;Ciudad de Murcia;ESP;155100
15/09/2004;Cordoba;ESP;154884
15/09/2004;Eibar;ESP;159588
15/09/2004;Elche;ESP;155330
15/09/2004;Espanol;ESP;177596
15/09/2004;Ferrol;ESP;153637
15/09/2004;Getafe;ESP;166254
15/09/2004;La Coruna;ESP;186778
15/09/2004;Levante;ESP;171901
15/09/2004;Lleida;ESP;154740
15/09/2004;Malaga;ESP;175853
15/09/2004;Malaga B;ESP;155173
15/09/2004;Mallorca;ESP;176785
15/09/2004;Murcia;ESP;161646
15/09/2004;Numancia;ESP;168483
15/09/2004;Osasuna;ESP;177088
15/09/2004;Poli Ejido;ESP;156558
15/09/2004;Pontevedra;ESP;152655
15/09/2004;Real Madrid;ESP;187837
15/09/2004;Recreativo;ESP;167532
15/09/2004;Salamanca;ESP;158927
15/09/2004;Santander;ESP;169784
15/09/2004;Sevilla;ESP;181854
15/09/2004;Sociedad;ESP;179137
15/09/2004;Sp Gijon;ESP;166399
15/09/2004;Tarragona;ESP;154250
15/09/2004;Tenerife;ESP;162459
15/09/2004;Terrassa;ESP;159115
15/09/2004;Valencia;ESP;194684
15/09/2004;Valladolid;ESP;174023
15/09/2004;Villarreal;ESP;179365
15/09/2004;Xerez;ESP;161853
15/09/2004;Zaragoza;ESP;174943
01/10/2004;Alaves;ESP;169794
01/10/2004;Albacete;ESP;170929
01/10/2004;Almeria;ESP;155715
01/10/2004;Ath Bilbao;ESP;180277
01/10/2004;Ath Madrid;ESP;178790
01/10/2004;Barcelona;ESP;193031
01/10/2004;Betis;ESP;178134
01/10/2004;Cadiz;ESP;159066
01/10/2004;Celta;ESP;173181
01/10/2004;Ciudad de Murcia;ESP;155053
01/10/2004;Cordoba;ESP;153376
01/10/2004;Eibar;ESP;158720
01/10/2004;Elche;ESP;156287
01/10/2004;Espanol;ESP;177991
01/10/2004;Ferrol;ESP;154991
01/10/2004;Getafe;ESP;166076
01/10/2004;La Coruna;ESP;184079
01/10/2004;Levante;ESP;171313
01/10/2004;Lleida;ESP;154742
01/10/2004;Malaga;ESP;176875
01/10/2004;Malaga B;ESP;155440
01/10/2004;Mallorca;ESP;174955
01/10/2004;Murcia;ESP;160119
01/10/2004;Numancia;ESP;168011
01/10/2004;Osasuna;ESP;177581
01/10/2004;Poli Ejido;ESP;158668
01/10/2004;Pontevedra;ESP;154025
01/10/2004;Real Madrid;ESP;185582
01/10/2004;Recreativo;ESP;166448
01/10/2004;Salamanca;ESP;158671
01/10/2004;Santander;ESP;170641
01/10/2004;Sevilla;ESP;183381
01/10/2004;Sociedad;ESP;176860
01/10/2004;Sp Gijon;ESP;165708
01/10/2004;Tarragona;ESP;152213
01/10/2004;Tenerife;ESP;162735
01/10/2004;Terrassa;ESP;159268
01/10/2004;Valencia;ESP;196040
01/10/2004;Valladolid;ESP;171438
01/10/2004;Villarreal;ESP;178579
01/10/2004;Xerez;ESP;162166
01/10/2004;Zaragoza;ESP;176035
15/10/2004;Alaves;ESP;170395
15/10/2004;Albacete;ESP;171755
15/10/2004;Almeria;ESP;155715
15/10/2004;Ath Bilbao;ESP;178864
15/10/2004;Ath Madrid;ESP;178102
15/10/2004;Barcelona;ESP;193228
15/10/2004;Betis;ESP;178456
15/10/2004;Cadiz;ESP;160491
15/10/2004;Celta;ESP;172318
15/10/2004;Ciudad de Murcia;ESP;155151
15/10/2004;Cordoba;ESP;151584
15/10/2004;Eibar;ESP;159388
15/10/2004;Elche;ESP;157946
15/10/2004;Espanol;ESP;177165
15/10/2004;Ferrol;ESP;156686
15/10/2004;Getafe;ESP;167489
15/10/2004;La Coruna;ESP;185070
15/10/2004;Levante;ESP;172335
15/10/2004;Lleida;ESP;154752
15/10/2004;Malaga;ESP;177835
15/10/2004;Malaga B;ESP;157564
15/10/2004;Mallorca;ESP;173933
15/10/2004;Murcia;ESP;157620
15/10/2004;Numancia;ESP;167814
15/10/2004;Osasuna;ESP;176620
15/10/2004;Poli Ejido;ESP;160956
15/10/2004;Pontevedra;ESP;154688
15/10/2004;Real Madrid;ESP;184592
15/10/2004;Recreativo;ESP;165178
15/10/2004;Salamanca;ESP;158696
15/10/2004;Santander;ESP;170824
15/10/2004;Sevilla;ESP;183198
15/10/2004;Sociedad;ESP;177547
15/10/2004;Sp Gijon;ESP;163651
15/10/2004;Tarragona;ESP;151912
15/10/2004;Tenerife;ESP;163481
15/10/2004;Terrassa;ESP;157602
15/10/2004;Valencia;ESP;195719
15/10/2004;Valladolid;ESP;169634
15/10/2004;Villarreal;ESP;179402
15/10/2004;Xerez;ESP;162418
15/10/2004;Zaragoza;ESP;175212
01/11/2004;Alaves;ESP;170181
01/11/2004;Albacete;ESP;171936
01/11/2004;Almeria;ESP;157160
01/11/2004;Ath Bilbao;ESP;178645
01/11/2004;Ath Madrid;ESP;177936
01/11/2004;Barcelona;ESP;192760
01/11/2004;Betis;ESP;178520
01/11/2004;Cadiz;ESP;160492
01/11/2004;Celta;ESP;170500
01/11/2004;Ciudad de Murcia;ESP;151974
01/11/2004;Cordoba;ESP;150352
01/11/2004;Eibar;ESP;160396
01/11/2004;Elche;ESP;157590
01/11/2004;Espanol;ESP;177099
01/11/2004;Ferrol;ESP;157148
01/11/2004;Getafe;ESP;165243
01/11/2004;La Coruna;ESP;184295
01/11/2004;Levante;ESP;172749
01/11/2004;Lleida;ESP;155626
01/11/2004;Malaga;ESP;176883
01/11/2004;Malaga B;ESP;155926
01/11/2004;Mallorca;ESP;171692
01/11/2004;Murcia;ESP;158442
01/11/2004;Numancia;ESP;164289
01/11/2004;Osasuna;ESP;174897
01/11/2004;Poli Ejido;ESP;160242
01/11/2004;Pontevedra;ESP;152678
01/11/2004;Real Madrid;ESP;185470
01/11/2004;Recreativo;ESP;164399
01/11/2004;Salamanca;ESP;158360
01/11/2004;Santander;ESP;171492
01/11/2004;Sevilla;ESP;182844
01/11/2004;Sociedad;ESP;177719
01/11/2004;Sp Gijon;ESP;162032
01/11/2004;Tarragona;ESP;151154
01/11/2004;Tenerife;ESP;160845
01/11/2004;Terrassa;ESP;155596
01/11/2004;Valencia;ESP;189680
01/11/2004;Valladolid;ESP;168566
01/11/2004;Villarreal;ESP;179834
01/11/2004;Xerez;ESP;164101
01/11/2004;Zaragoza;ESP;176292
15/11/2004;Alaves;ESP;170151
15/11/2004;Albacete;ESP;171182
15/11/2004;Almeria;ESP;156072
15/11/2004;Ath Bilbao;ESP;176551
15/11/2004;Ath Madrid;ESP;176919
15/11/2004;Barcelona;ESP;192865
15/11/2004;Betis;ESP;177742
15/11/2004;Cadiz;ESP;160836
15/11/2004;Celta;ESP;170625
15/11/2004;Ciudad de Murcia;ESP;151531
15/11/2004;Cordoba;ESP;148644
15/11/2004;Eibar;ESP;160176
15/11/2004;Elche;ESP;156322
15/11/2004;Espanol;ESP;178217
15/11/2004;Ferrol;ESP;157072
15/11/2004;Getafe;ESP;166603
15/11/2004;La Coruna;ESP;182324
15/11/2004;Levante;ESP;172286
15/11/2004;Lleida;ESP;154671
15/11/2004;Malaga;ESP;174216
15/11/2004;Malaga B;ESP;154051
15/11/2004;Mallorca;ESP;171397
15/11/2004;Murcia;ESP;158156
15/11/2004;Numancia;ESP;163951
15/11/2004;Osasuna;ESP;173889
15/11/2004;Poli Ejido;ESP;159048
15/11/2004;Pontevedra;ESP;150925
15/11/2004;Real Madrid;ESP;185806
15/11/2004;Recreativo;ESP;164136
15/11/2004;Salamanca;ESP;156904
15/11/2004;Santander;ESP;170913
15/11/2004;Sevilla;ESP;180664
15/11/2004;Sociedad;ESP;174861
15/11/2004;Sp Gijon;ESP;161268
15/11/2004;Tarragona;ESP;151273
15/11/2004;Tenerife;ESP;159194
15/11/2004;Terrassa;ESP;155462
15/11/2004;Valencia;ESP;187262
15/11/2004;Valladolid;ESP;167798
15/11/2004;Villarreal;ESP;179280
15/11/2004;Xerez;ESP;162599
15/11/2004;Zaragoza;ESP;175474
01/12/2004;Alaves;ESP;167769
01/12/2004;Albacete;ESP;171349
01/12/2004;Almeria;ESP;157007
01/12/2004;Ath Bilbao;ESP;176475
01/12/2004;Ath Madrid;ESP;176512
01/12/2004;Barcelona;ESP;192040
01/12/2004;Betis;ESP;179903
01/12/2004;Cadiz;ESP;163650
01/12/2004;Celta;ESP;169938
01/12/2004;Ciudad de Murcia;ESP;151593
01/12/2004;Cordoba;ESP;147879
01/12/2004;Eibar;ESP;162977
01/12/2004;Elche;ESP;157853
01/12/2004;Espanol;ESP;177974
01/12/2004;Ferrol;ESP;155962
01/12/2004;Getafe;ESP;166226
01/12/2004;La Coruna;ESP;182173
01/12/2004;Levante;ESP;170388
01/12/2004;Lleida;ESP;154752
01/12/2004;Malaga;ESP;171458
01/12/2004;Malaga B;ESP;153756
01/12/2004;Mallorca;ESP;171679
01/12/2004;Murcia;ESP;155872
01/12/2004;Numancia;ESP;164046
01/12/2004;Osasuna;ESP;175126
01/12/2004;Poli Ejido;ESP;156368
01/12/2004;Pontevedra;ESP;148948
01/12/2004;Real Madrid;ESP;185554
01/12/2004;Recreativo;ESP;162818
01/12/2004;Salamanca;ESP;156832
01/12/2004;Santander;ESP;169589
01/12/2004;Sevilla;ESP;179235
01/12/2004;Sociedad;ESP;175591
01/12/2004;Sp Gijon;ESP;160533
01/12/2004;Tarragona;ESP;152013
01/12/2004;Tenerife;ESP;160453
01/12/2004;Terrassa;ESP;154308
01/12/2004;Valencia;ESP;188916
01/12/2004;Valladolid;ESP;168607
01/12/2004;Villarreal;ESP;177734
01/12/2004;Xerez;ESP;160177
01/12/2004;Zaragoza;ESP;173178
15/12/2004;Alaves;ESP;167725
15/12/2004;Albacete;ESP;169079
15/12/2004;Almeria;ESP;155836
15/12/2004;Ath Bilbao;ESP;175293
15/12/2004;Ath Madrid;ESP;175224
15/12/2004;Barcelona;ESP;190126
15/12/2004;Betis;ESP;178340
15/12/2004;Cadiz;ESP;164238
15/12/2004;Celta;ESP;167961
15/12/2004;Ciudad de Murcia;ESP;150955
15/12/2004;Cordoba;ESP;146182
15/12/2004;Eibar;ESP;159217
15/12/2004;Elche;ESP;156448
15/12/2004;Espanol;ESP;178066
15/12/2004;Ferrol;ESP;154409
15/12/2004;Getafe;ESP;164589
15/12/2004;La Coruna;ESP;177968
15/12/2004;Levante;ESP;168225
15/12/2004;Lleida;ESP;153726
15/12/2004;Malaga;ESP;170337
15/12/2004;Malaga B;ESP;152476
15/12/2004;Mallorca;ESP;170420
15/12/2004;Murcia;ESP;155126
15/12/2004;Numancia;ESP;162126
15/12/2004;Osasuna;ESP;173022
15/12/2004;Poli Ejido;ESP;154636
15/12/2004;Pontevedra;ESP;146545
15/12/2004;Real Madrid;ESP;185603
15/12/2004;Recreativo;ESP;161043
15/12/2004;Salamanca;ESP;155315
15/12/2004;Santander;ESP;168091
15/12/2004;Sevilla;ESP;179171
15/12/2004;Sociedad;ESP;175090
15/12/2004;Sp Gijon;ESP;159318
15/12/2004;Tarragona;ESP;153329
15/12/2004;Tenerife;ESP;159297
15/12/2004;Terrassa;ESP;153236
15/12/2004;Valencia;ESP;186567
15/12/2004;Valladolid;ESP;166906
15/12/2004;Villarreal;ESP;177183
